company_ISIN,name,headquarters,size,year_founded,ownership_type,industry,sector,revenue
GB00B0LCW083,Hikma,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B0SWJX34,LSEG (London Stock Exchange Group),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B10RZP78,Unilever,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B19NLV48,Experian,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B1FH8J72,Severn Trent,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B1KJJ408,Whitbread,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B1WY2338,Smiths Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B1YW4409,3i Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B24CGK77,Reckitt,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B2B0DG97,RELX,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B39J2M42,United Utilities,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B5ZN1N88,SEGRO,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B63H8491,Rolls-Royce,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00B8C3BL03,Sage,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BD6K4575,Compass Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BDCPN049,Coca-Cola Europacific Partners,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BDR05C01,National Grid ESO,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BGXQNP29,Phoenix Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BH4HKS39,Vodafone,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BHJYC057,IHG Hotels and Resorts,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BJFFLV09,Croda,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BKFB1C65,M&G plc,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BL9YR756,Wise,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BLGZ9862,Tesco Mobile,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BM8PJY71,NatWest Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BM8Q5M07,JD Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BMJ6DW54,Informa,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BMVP7Y09,Royalty Pharma,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BMWC6P49,Mondi Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BMX86B70,Haleon,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BN7SWP63,GSK,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
GB00BNGDN821,Melrose Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BP6MXD84,Shell,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BP9LHF23,Schroders,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BPQY8M80,Aviva,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BRXH2664,AngloGold Ashanti,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BTK05J60,Anglo American,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BVYVFW23,Autotrader,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BWFGQN14,Spirax Sarco,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GB00BYW0PQ60,Landsec,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS003003035,National Bank of Greece,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS014003032,Piraeus Financial Holdings,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS015003007,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS260333000,Hellenic Telecommunications,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS282183003,Jumbo,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS323003012,Eurobank SA,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS393503008,Metlen Εnergy & Metals,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
GRS434003000,PPC (Public Power Corporation),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0000055878,China Taiping Insurance Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0000069689,AIA Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0000077468,Far East Horizon,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0002007356,CLP Holdings,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0003000038,Towngas,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0004000045,Wharf,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0006000050,Energy Assets,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0011000095,Hang Seng Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0012000102,Henderson Land Development,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0016000132,Sun Hung Kai Properties,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0019000162,Swire Pacific,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0027032686,Galaxy Entertainment,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0066009694,MTR,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0083000502,Sino Land,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0144000764,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0267001375,Citic Bank International,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0270001396,Guangdong Investment,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0285041858,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0388045442,Hong Kong Exchanges,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0392044647,Beijing Enterprises,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0656038673,Fosun,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0669013440,Techtronic Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0688002218,China Overseas Land & Investment,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0823032773,Link Reit,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0836012952,China Resources Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK0992009065,LPS,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK1093012172,CSPC Pharmaceutical Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK1208013172,MMG Management Consulting,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK2380027329,China Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK2388011192,China Travel Hong Kong,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HK3808041546,Sinotruk International,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HU0000061726,OTP Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HU0000123096,Gedeon Richter,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
HU0000153937,MOL Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000057003,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000058407,United Tractors,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000090301,Chandra Asri Petrochemical (CAP),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000095003,Bank Mandiri,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000096605,Bank Negara Indonesia,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000109507,Bank Central Asia,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000111305,AlamTri,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000116700,Indofood,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000117708,Charoen Pokphand Indonesia,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000118201,Bank Rakyat,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000122807,Astra International,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000125107,Kalbe Farma,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000128705,Alfamart,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000129000,Telkom Indonesia,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000166903,GoTo Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
ID1000191109,Amman Minera,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE0001827041,CRH,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE0002424939,Smart DCC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00028FXN24,Smurfit Westrock,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE0004906560,Kerry,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE0004927939,Kingspan,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE000IVNQZ81,TE Connectivity,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE000S9YS762,Linde,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00B4BNMY34,Accenture,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00B8KQN827,Eaton Alliance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BD1RP616,Bank of Ireland,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BDB6Q211,Will County,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BF0L3536,AIB Merchant Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BFRT3W74,Allegion,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BFY8C754,STERIS,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BK9ZQ967,Trane Technologies,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BKVD2N49,Seagate Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BLP1HW54,Aon,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BLS09M33,Pentair,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BTN1Y115,Medtronic,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BWT6H894,Flutter Entertainment,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BY7QL619,Johnson Controls,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IE00BYTBXV33,Ryanair,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0002730112,NICE Actimize,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0002810146,ICL Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0006046119,Bank Leumi le-Israel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0006290147,Teva Pharmaceuticals,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0006625771,Bank Hapoalim,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0006954379,Mizrahi Tefahot,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0010811243,Elbit Systems,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0010824113,Check Point Software Technologies,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0011194789,Azrieli Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0011301780,Wix,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0011334468,CyberArk,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IL0011762130,monday.com,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IM00B5VQMV65,Entain,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IN9040H01011,Suzlon Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IN9047A01029,Grasim Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE002A01018,Reliance Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE003A01024,Siemens Gamesa,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE006I01046,Astral Poly Technik,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE009A01021,Infosys,"Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD)
INE010B01027,Zydus Lifesciences,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE016A01026,Dabur India Limited,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE018A01030,Larsen & Toubro,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE018E01016,SBI Card,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE019A01038,JSW Steel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE020B01018,Carmel Clay Parks & Rec,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE021A01026,Asian Paints,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE027H01010,Max Healthcare,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE028A01039,Bank of Baroda,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE029A01011,Bharat Petroleum,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE030A01027,Hindustan Unilever,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE038A01020,Hindalco,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE040A01034,HDFC Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE044A01036,"Sun Pharmaceutical Industries, Inc.",Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE053A01029,The Indian Hotels,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE059A01026,Cipla,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE062A01020,State Bank of India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE066A01021,Eicher Motors,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE066F01020,Hindustan Aeronautics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE067A01029,CG Power and Industrial Solutions,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE070A01015,Shree Cement,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE075A01022,Wipro,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE079A01024,Ambuja Cements,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE081A01020,Tata Steel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE089A01031,Dr. Reddy's,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE090A01021,ICICI Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE092T01019,IDFC FIRST Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE093I01010,Oberoi Realty,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE094A01015,Hindustan Petroleum,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE095A01012,IndusInd Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE0V6F01027,Hyundai Motor India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE101A01026,Mahindra and Mahindra,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE102D01028,Godrej Consumer Products,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE111A01025,Metal Container Corporation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE117A01022,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE118H01025,BSE,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE121A01024,Cholamandalam,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE121E01018,JSW Ispat Steel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE121J01017,Indus Towers Limited,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE123W01016,SBI,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE127D01025,HDFC Asset Management Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE129A01019,GAIL,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE134E01011,Power Finance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE151A01013,Tata Communications,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE152A01029,Thermax,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE154A01025,ITC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE155A01022,Tata Motors,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE158A01026,Hero MotoCorp,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE160A01022,Punjab National Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE169A01031,Coromandel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE176B01034,Havells India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE192A01025,Tata Consumer Products,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE195A01028,Supreme,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE196A01026,Marico Limited,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE200M01039,Varun Beverages,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE205A01025,Vedanta Foundation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE208A01029,Ashok Leyland John Deere Construction Equipment,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE211B01039,The Phoenix Mills,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE213A01029,Oil and Natural Gas,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE214T01019,LTIMindtree,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE216A01030,Britannia Industries Limited,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE220G01021,Jindal Stainless,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE226A01021,Voltas,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE237A01028,Kotak Mahindra Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE238A01034,Axis Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE239A01024,Nestlé,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE242A01010,IndianOil Skytanking,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE245A01021,Tata Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE257A01026,Bharat Heavy Electricals,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE259A01022,Colgate Palmolive India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE262H01021,Persistent Systems,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE263A01024,Bharat Electronics,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE271C01023,DLF,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE274J01014,Oil India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE280A01028,Titan Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE296A01032,Bajaj Finance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE298A01020,Tata Cummins,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE303R01014,Kalyan Jewellers ,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE318A01026,Pidilite,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE323A01026,Robert Bosch India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE326A01037,Lupin,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE335Y01020,IRCTC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE343H01029,Solar Industries India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE347G01014,Petronet LNG,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE356A01018,Mphasis,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE361B01024,Divis,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE397D01024,Bharti Airtel,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE406A01037,Aurobindo Pharma,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE414G01012,Muthoot Finance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE415G01027,Rail Vikas Nigam,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE423A01024,Adani Infra,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE455K01017,Polycab India Limited,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE467B01029,Tata Consultancy Services,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE476A01022,Canara Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE481G01011,UltraTech Cement,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE484J01027,Godrej Properties,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE494B01023,TVS Motor Company,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE522F01014,Coal India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE528G01035,Yes Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE540L01014,Alkem Laboratories,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE584A01023,NMDC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE585B01010,Maruti Suzuki,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE603J01030,PI Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE628A01036,upl Enviromental Engineers,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE634S01028,Mankind Pharma,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE646L01027,Interglobe Aviation,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE647A01010,SRF,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE660A01013,Sundaram Finance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE663F01032,Info Edge,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE669C01036,Tech Mahindra,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE669E01016,Vodafone Idea,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE670A01012,TATA ELXSI,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE670K01029,Lodha,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE685A01028,Torrent Pharmaceuticals,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE692A01016,Union Bank of India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE702C01027,Apollo Tubes,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE721A01047,Shriram Transport Finance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE726G01019,ICICI Prudential Life Insurance,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE733E01010,NTPC BHEL Power Projects,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE742F01042,Adani Ports and Special Economic Zone Limited (APSEZ),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE749A01030,Jindal Steel & Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE752E01010,Power Grid Corporation of India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE758E01017,Jio,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE758T01015,Eternal,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE761H01022,Page Industries,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE765G01017,ICICI Lombard General Insurance Company Limited,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE775A01035,Samvardhana Motherson,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE776C01039,GMR Group,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE787D01026,Balkrishna Boilers,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE795G01014,Hdfc,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE797F01020,Jubilant FoodWorks,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE811K01011,Prestige Group (Bangalore),Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE813H01021,Torrent Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE814H01011,Adani Power,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE848E01016,NHPC,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE849A01020,Trent,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE854D01024,United Spirits,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE860A01027,HCL,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE881D01027,Oracle,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE883A01011,MRF Tyres,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE917I01010,Bajaj Auto,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE918I01026,Bajaj Finserv Health,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE935N01020,Dixon Technology,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE949L01017,AU Small Finance Bank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
INE974X01010,Tube Investments of India,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IT0000062072,Generali,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IT0000066123,BPER Banca,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IT0000072170,FinecoBank,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IT0000072618,Fideuram Intesa Sanpaolo Private Banking,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
IT0003128367,Enel X Way,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown
